Hub Name,Number of Organizations,Number of People,Number of Events,CB Rank (Hub),Description,Last Updated,Hub Type,Parent Organization,Disverity Spotlight (US Only),Industries,Industry Groups,Location,Location Type,Closed Year,Founded Year,Funding Status,Investment Stage,Investor Type,Number of Employees,Estimated Revenue Range,Number of Investors,Number of Lead Investors,Average Founded Date,Number of Non-Profit Companies,Number of For-Profit Companies,Percentage Non-Profit,Percentage Public Organizations,Number of IPOs,Average IPO Date,Percentage Delisted,Top Funding Types,Number of Funding Rounds,Median Number of Funding Rounds,Total Funding Amount,Median Total Funding Amount,Total Equity Funding Amount,Average Last Funding Date,Total Amount Raised in IPO,Median Amount Raised in IPO,Total IPO Valuation,Median IPO Valuation,Percentage Acquired,Number of Acquired Organizations,Number of Acquisitions,Total Acquired Price,Median Acquired Price,Top Investor Types,Number of Portfolio Companies,Number of Investments,Median Number of Investments,Number of Lead Investors.1,Median Number of Lead Investors,Number of Exits,Median Number of Exits,Number of Funds,Total Fund Raised,Number of Founders,Number of Founder Alumni,Number of Alumni,Average Rank,Average Trend Score (7D),Average Trend Score (30D),Average Trend Score (90D)
Private Equity Firms with Investments in Indiana,162,9,0,610,Private equity firms that made investments in companies headquartered in Indiana.,2022-09-15 10:35:00,"Active, Investments in Location, Investor Type",,,,,"Indiana, United States, North America",State/Region,,,,,,,,11,8,1996-12-27,,26,,5%,8,2007-09-08,,"Undisclosed,&nbsp;Post-IPO Debt,&nbsp;Debt Financing,&nbsp;Private Equity,&nbsp;Venture - Series Unknown",17,1,"$2,482,935,843.0",,"$455,935,843.0",1996-12-27,"$1,443,393,621.0","$344,000,000.0","$3,018,468,798.0","$1,509,234,399.0",2%,3,"1,861",,,"Micro VC,&nbsp;Syndicate,&nbsp;Angel Group,&nbsp;Venture Debt,&nbsp;Investment Bank","10,287","13,591",31,"5,506",12,"4,586",12,664,"$961,475,090,161.0",230,,1,"177,853.47",0.8,0.8,0.93
Education Companies (Top 10K),"9,804",990,368,610,"The top 10,000 companies and startups in the education space, by Crunchbase rank.",2022-09-15 11:45:00,"Active, Industry, Company",,,Education,Education,,,,,,,,,,"17,923","5,644",2005-08-06,471,"8,664",5%,2%,249,2011-08-04,0%,"Seed,&nbsp;Grant,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Pre-Seed","13,271",1,"$94,548,011,771.0","$927,586.0","$75,366,156,517.0",2005-08-06,"$12,158,990,691.0","$121,799,756.0","$53,982,553,044.0","$1,148,729,928.0",9%,"1,073","2,058","$144,684,912,969.0","$73,051,913.0","Venture Capital,&nbsp;Accelerator,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Incubator","5,520","6,470",3,"1,948",2,762,2,108,"$9,388,554,620.0","12,701","7,787","16,708","162,960.45",0.77,0.77,1.11
Insurance Companies With Fewer Than 1000 Employees (Top 10K),"9,994",975,64,611,"The top 10,000 companies and startups in the insurance space with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 10:51:00,"Active, Industry, Company, Employee Range",,,Insurance,Financial Services,,,,,,,,,,"6,349","2,058",1990-01-03,293,"9,289",3%,2%,237,2007-05-21,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Private Equity,&nbsp;Pre-Seed","4,250",1,"$55,627,990,584.0","$2,337,784.0","$48,646,652,006.0",1990-01-03,"$10,797,406,218.0","$85,000,000.0","$22,868,791,073.0","$381,500,000.0",10%,"1,140","1,697","$87,506,914,277.0","$251,085,809.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Accelerator,&nbsp;Micro VC","1,761","2,253",2,704,1,286,2,117,"$47,744,232,743.0","5,200",0,0,"399,263.63",1.23,1.23,1.91
Venture Capital Investors with Investments in Sweden,693,252,15,611,Venture capital investors that made investments in companies headquartered in Sweden.,2022-09-15 12:17:00,"Active, Investments in Location, Investor Type",,,,,"Sweden, Europe",Country,,,,,,,,190,45,2005-02-13,1,102,0%,2%,17,2010-07-27,,"Seed,&nbsp;Grant,&nbsp;Pre-Seed,&nbsp;Series A,&nbsp;Series B",138,1,"$3,437,309,181.0",,"$926,176,899.0",2005-02-13,"$18,175,706,776.0","$145,000,000.0","$5,173,000,000.0","$2,586,500,000.0",1%,9,802,"$8,192,766,096.0","$1,281,455,228.0","Micro VC,&nbsp;Incubator,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Accelerator","53,021","76,962",24,"22,920",10,"13,023",7,"1,515","$742,601,768,233.0","1,003",1,2,"256,236.87",1.1,1.1,1.02
Oceania Companies With More Than $1M in Revenue (Top 10K),"9,603",986,173,612,"The top 10,000 companies and startups in Oceania with more than $1m in revenue, by Crunchbase rank.",2022-09-15 10:17:00,"Active, Company, Location, Revenue Range",,,,,Oceania,Continent,,,,,,,$1M to $10M,"1,761",714,1993-02-23,400,"8,848",4%,4%,435,2008-09-17,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Post-IPO Equity,&nbsp;Series A,&nbsp;Series B","1,729",1,"$35,655,575,425.0","$3,212,627.0","$20,234,627,652.0",1993-02-23,"$6,420,676,138.0","$22,301,102.0","$21,247,218,141.0","$93,185,827.0",3%,317,734,"$83,815,273,859.0","$125,800,072.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Angel Group,&nbsp;Corporate Venture Capital","1,323","1,586",2,557,2,234,1,38,"$27,905,702,229.0","2,915",2,2,"624,850.48",1.23,1.23,2.05
Private Equity Firms with Investments in Scandinavia,424,290,7,613,Private equity firms that made investments in companies headquartered in Scandinavia.,2022-09-15 10:03:00,"Active, Investments in Location, Investor Type",,,,,Scandinavia,Regional Area,,,,,,,,52,29,1997-10-26,,82,,6%,28,2007-10-27,0%,"Seed,&nbsp;Undisclosed,&nbsp;Post-IPO Debt,&nbsp;Debt Financing,&nbsp;Private Equity",55,1,"$6,773,025,837.0","$5,986,066.0","$3,197,435,036.0",1997-10-26,"$7,376,849,225.0","$634,291,000.0","$36,713,145,173.0","$4,488,303,292.0",3%,13,"4,448","$8,901,645,438.0","$451,386,655.0","Micro VC,&nbsp;Incubator,&nbsp;Hedge Fund,&nbsp;Accelerator,&nbsp;Angel Group","18,099","23,200",12,"10,207",7,"6,489",6,"1,135","$2,211,696,016,878.0",486,,1,"289,021.42",0.73,0.73,0.67
Australasia Companies With Fewer Than 1000 Employees (Top 10K),"9,802",992,220,613,"The top 10,000 companies and startups in Australasia with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 12:32:00,"Active, Company, Employee Range, Location",,,,,"Australasia, Oceania",Regional Area,,,,,,,,"5,775","2,211",2003-05-14,177,"9,123",2%,7%,766,2010-06-01,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Post-IPO Equity,&nbsp;Pre-Seed","5,562",1,"$48,875,722,260.0","$1,222,523.0","$32,933,576,061.0",2003-05-14,"$10,464,546,269.0","$11,545,699.0","$16,831,291,974.0","$44,795,540.0",8%,817,"1,056","$54,438,627,162.0","$50,500,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Micro VC,&nbsp;Angel Group","2,540","3,173",2,"1,115",2,359,2,132,"$10,587,158,148.0","7,661",5,10,"291,720.98",1.0,1.0,1.66
Private Oceania Companies (Top 10K),"9,890",951,253,614,"The top 10,000 private companies and startups in Oceania, by Crunchbase rank.",2022-09-15 10:01:00,"Active, Company, Location",,,,,Oceania,Continent,,,,,,,,"5,591","2,093",2001-08-02,198,"9,103",2%,,0,,,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Pre-Seed,&nbsp;Grant","4,834",1,"$56,806,182,772.0","$829,893.0","$44,666,527,176.0",2001-08-02,,,,,10%,"1,028",738,"$105,493,799,583.0","$72,080,957.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Micro VC,&nbsp;Angel Group","2,651","3,307",3,"1,133",2,335,1,137,"$27,538,203,380.0","7,486",4,10,"291,811.06",1.01,1.01,1.68
Private Equity Firms with Investments in Nordic Countries,424,290,7,614,Private equity firms that made investments in companies headquartered in Nordic Countries.,2022-09-15 10:31:00,"Active, Investments in Location, Investor Type",,,,,Nordic Countries,Regional Area,,,,,,,,52,29,1997-10-26,,82,,6%,28,2007-10-27,0%,"Seed,&nbsp;Undisclosed,&nbsp;Post-IPO Debt,&nbsp;Debt Financing,&nbsp;Private Equity",55,1,"$6,773,025,837.0","$5,986,066.0","$3,197,435,036.0",1997-10-26,"$7,376,849,225.0","$634,291,000.0","$36,713,145,173.0","$4,488,303,292.0",3%,13,"4,448","$8,901,645,438.0","$451,386,655.0","Micro VC,&nbsp;Incubator,&nbsp;Hedge Fund,&nbsp;Accelerator,&nbsp;Angel Group","18,099","23,200",12,"10,207",7,"6,489",6,"1,135","$2,211,696,016,878.0",486,,1,"289,021.42",0.73,0.73,0.67
Greater Los Angeles Area Companies With Less Than $10M in Revenue (Top 10K),"9,914",963,336,615,"The top 10,000 companies and startups in Greater Los Angeles Area with less than $10m in revenue, by Crunchbase rank.",2022-09-15 09:04:00,"Active, Company, Location, Revenue Range",,,,,"Greater Los Angeles Area, California, United States",Regional Area,,,,,,,$1M to $10M,"8,555","1,965",2003-06-27,129,"9,392",1%,1%,118,2012-08-25,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Debt Financing,&nbsp;Series B","6,021",2,"$40,199,346,493.0","$1,809,782.0","$35,045,154,315.0",2003-06-27,"$1,828,935,123.0","$21,990,000.0","$9,948,002,268.0","$141,904,689.0",5%,484,651,"$34,354,339,273.0","$55,600,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Angel Group","5,314","7,011",6,"1,665",3,965,4,234,"$18,853,178,711.0","7,656",2,2,"371,042.48",1.19,1.19,1.87
Illinois Companies With Less Than $1B in Revenue (Top 10K),"9,964",983,244,616,"The top 10,000 companies and startups in Illinois with less than $1b in revenue, by Crunchbase rank.",2022-09-15 09:19:00,"Active, Company, Location, Revenue Range",,,,,"Illinois, United States, North America",State/Region,,,,,,,$500M to $1B,"4,148","1,298",1988-10-23,275,"9,248",3%,1%,117,2009-01-07,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Private Equity,&nbsp;Debt Financing,&nbsp;Series A","3,434",1,"$42,931,910,745.0","$1,571,598.0","$29,947,378,982.0",1988-10-23,"$11,023,999,359.0","$97,200,000.0","$55,266,964,367.0","$771,465,000.0",6%,668,"1,684","$92,226,623,784.0","$288,500,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Investment Bank","3,963","5,739",3,"1,466",3,"1,095",3,285,"$157,016,585,156.0","5,063",4,5,"473,783.1",1.29,1.29,2.04
United States Industrial Manufacturing Companies,"7,293",676,6,617,Companies and startups in United States in the industrial manufacturing space.,2022-09-15 09:45:00,"Active, Industry, Company, Location",,,Industrial Manufacturing,Manufacturing,"United States, North America",Country,,,,,,,,528,166,1975-07-15,10,"7,086",0%,0%,36,2003-12-15,0%,"Venture - Series Unknown,&nbsp;Grant,&nbsp;Seed,&nbsp;Private Equity,&nbsp;Debt Financing",465,1,"$6,678,151,912.0","$400,000.0","$3,484,390,532.0",1975-07-15,"$1,746,300,000.0","$218,250,000.0","$8,439,844,406.0","$985,000,000.0",5%,369,358,"$60,736,092,796.0","$55,000,000.0","Venture Capital,&nbsp;Micro VC,&nbsp;Private Equity Firm",100,152,1,41,1,16,1,4,"$390,000,000.0",727,0,0,"1,058,099.8",1.24,1.24,2.05
Australasia Companies With More Than $1M in Revenue (Top 10K),"9,588",983,173,618,"The top 10,000 companies and startups in Australasia with more than $1m in revenue, by Crunchbase rank.",2022-09-15 13:01:00,"Active, Company, Location, Revenue Range",,,,,"Australasia, Oceania",Regional Area,,,,,,,$1M to $10M,"1,759",713,1993-02-20,400,"8,835",4%,4%,435,2008-09-17,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Post-IPO Equity,&nbsp;Series A,&nbsp;Series B","1,725",1,"$35,649,075,426.0","$3,226,222.0","$20,228,127,653.0",1993-02-20,"$6,420,676,138.0","$22,301,102.0","$21,247,218,141.0","$93,185,827.0",3%,317,734,"$83,815,273,859.0","$125,800,072.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Angel Group,&nbsp;Corporate Venture Capital","1,322","1,585",2,556,3,234,1,38,"$27,905,702,229.0","2,914",2,2,"625,168.03",1.22,1.22,2.05
New England Companies With Less Than $50M in Revenue (Top 10K),"9,887",935,370,619,"The top 10,000 companies and startups in New England with less than $50m in revenue, by Crunchbase rank.",2022-09-15 12:53:00,"Active, Company, Location, Revenue Range",,,,,"New England, United States, North America",Regional Area,,,,,,,$10M to $50M,"13,955","4,519",1996-01-10,219,"9,165",2%,2%,273,2014-05-07,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Grant,&nbsp;Series A,&nbsp;Series B","11,424",2,"$134,176,851,326.0","$4,054,575.0","$118,603,214,299.0",1996-01-10,"$19,684,709,211.0","$93,200,000.0","$80,635,557,034.0","$453,600,000.0",10%,"1,003","1,828","$83,477,030,780.0","$142,500,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Angel Group,&nbsp;Corporate Venture Capital","11,623","17,326",14,"5,383",9,"4,148",7,651,"$256,221,538,258.0","8,925","1,260","2,534","303,234.11",1.11,1.11,1.73
Health Diagnostics Companies With More Than $1M in Revenue,"5,821",993,32,620,Companies and startups in the health diagnostics space with more than $1m in revenue.,2022-09-15 10:41:00,"Active, Industry, Company, Revenue Range",,,Health Diagnostics,Health Care,,,,,,,,,$1M to $10M,"4,566","1,527",1992-08-13,296,"5,472",5%,3%,219,2011-10-10,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Grant,&nbsp;Series A,&nbsp;Post-IPO Equity","4,111",3,"$89,118,290,521.0","$12,624,979.0","$75,016,057,028.0",1992-08-13,"$13,712,682,536.0","$87,500,000.0","$52,564,382,096.0","$543,493,951.0",3%,206,902,"$133,233,545,447.0","$379,000,000.0","Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Accelerator,&nbsp;Private Equity Firm,&nbsp;Angel Group","1,854","2,477",4,933,3,446,3,65,"$4,711,493,651.0","2,123",2,4,"1,022,395.46",1.3,1.3,2.01
Private Australasia Companies (Top 10K),"9,870",953,253,621,"The top 10,000 private companies and startups in Australasia, by Crunchbase rank.",2022-09-15 12:32:00,"Active, Company, Location",,,,,"Australasia, Oceania",Regional Area,,,,,,,,"5,590","2,092",2001-08-24,198,"9,085",2%,,0,,,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Pre-Seed,&nbsp;Grant","4,828",1,"$56,797,983,845.0","$824,986.0","$44,659,828,249.0",2001-08-24,,,,,10%,"1,028",737,"$105,493,799,583.0","$72,080,957.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Micro VC,&nbsp;Angel Group","2,651","3,307",3,"1,133",2,335,1,137,"$27,538,203,380.0","7,492",4,10,"291,917.38",1.01,1.01,1.68
"Private Equity Firms with Investments in Irvine, California",199,1,1,621,"Private equity firms that made investments in companies headquartered in Irvine, California.",2022-09-15 11:54:00,"Active, Investments in Location, Investor Type",,,,,"Irvine, California, United States",City,,,,,,,,34,22,1997-09-05,1,27,1%,5%,10,2012-02-08,1%,"Grant,&nbsp;Undisclosed,&nbsp;Post-IPO Debt,&nbsp;Debt Financing,&nbsp;Private Equity",38,1,"$3,892,975,602.0","$1,125,000.0","$939,850,602.0",1997-09-05,"$7,094,624,354.0","$652,645,500.0","$24,726,807,433.0","$6,986,847,304.0",3%,7,"2,243","$2,000,000,000.0","$2,000,000,000.0","Incubator,&nbsp;Hedge Fund,&nbsp;Venture Debt,&nbsp;Fund Of Funds,&nbsp;Investment Bank","12,888","17,189",37,"7,511",17,"5,523",12,777,"$1,407,707,028,948.0",285,,1,"187,127.55",0.79,0.79,0.93
Illinois Companies With Less Than $500M in Revenue (Top 10K),"10,000",985,241,622,"The top 10,000 companies and startups in Illinois with less than $500m in revenue, by Crunchbase rank.",2022-09-15 12:38:00,"Active, Company, Location, Revenue Range",,,,,"Illinois, United States, North America",State/Region,,,,,,,$100M to $500M,"4,117","1,289",1989-01-22,274,"9,287",3%,1%,95,2009-11-16,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Private Equity,&nbsp;Debt Financing,&nbsp;Series A","3,404",1,"$40,130,787,143.0","$1,507,273.0","$29,458,755,380.0",1989-01-22,"$8,817,509,359.0","$89,500,000.0","$45,444,164,367.0","$711,262,359.0",6%,632,"1,446","$68,595,123,784.0","$214,480,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Investment Bank","3,913","5,687",3,"1,449",3,"1,077",3,283,"$155,316,585,156.0","5,035",4,5,"480,057.99",1.29,1.29,2.04
Ohio Companies (Top 10K),"9,979",984,59,623,"The top 10,000 companies and startups in Ohio, by Crunchbase rank.",2022-09-15 09:45:00,"Active, Company, Location",,,,,"Ohio, United States, North America",State/Region,,,,,,,,"2,556",988,1982-04-09,384,"9,038",4%,1%,177,1999-06-09,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Grant,&nbsp;Private Equity,&nbsp;Debt Financing","2,879",1,"$43,638,046,106.0","$703,656.0","$22,591,212,857.0",1982-04-09,"$12,196,292,101.0","$170,665,000.0","$40,615,379,825.0","$1,500,000,000.0",11%,"1,221","1,887","$152,104,191,449.0","$177,500,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Investment Bank,&nbsp;Angel Group","1,220","1,589",2,580,1,286,1,82,"$5,667,727,953.0","3,690",7,28,"498,818.3",1.33,1.33,2.13
"Private Equity Firms with Investments in San Diego, California",331,35,2,624,"Private equity firms that made investments in companies headquartered in San Diego, California.",2022-09-15 10:11:00,"Active, Investments in Location, Investor Type",,,,,"San Diego, California, United States",City,,,,,,,,31,20,1997-09-03,,48,,5%,16,2004-05-23,,"Seed,&nbsp;Post-IPO Debt,&nbsp;Debt Financing,&nbsp;Private Equity,&nbsp;Venture - Series Unknown",31,1,"$4,175,226,821.0","$36,475,924.0","$1,523,226,821.0",1997-09-03,"$1,523,587,294.0","$333,587,294.0","$11,460,517,000.0","$1,640,517,000.0",2%,7,"2,026","$516,865,315.0","$516,865,315.0","Micro VC,&nbsp;Incubator,&nbsp;Hedge Fund,&nbsp;Accelerator,&nbsp;Venture Debt","19,041","26,124",25,"10,144",11,"7,668",9,906,"$1,441,983,499,543.0",419,,,"231,894.07",0.72,0.72,0.79
Africa Companies With More Than $1M in Revenue,"6,029",999,97,624,Companies and startups in Africa with more than $1m in revenue.,2022-09-15 10:44:00,"Active, Company, Location, Revenue Range",,,,,Africa,Continent,,,,,,,$1M to $10M,"1,582",612,1998-07-21,99,"5,756",2%,2%,120,2003-09-15,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Debt Financing,&nbsp;Grant","1,198",1,"$39,416,283,534.0","$160,090.0","$13,112,548,334.0",1998-07-21,"$3,604,414,129.0","$146,500,000.0","$12,069,296,000.0","$2,950,000,000.0",1%,87,219,"$15,506,322,449.0","$205,000,000.0","Venture Capital,&nbsp;Investment Bank,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Angel Group",558,668,1,268,3,74,1,29,"$3,946,142,854.0","1,569",1,1,"1,075,447.48",1.31,1.31,1.88
Leasing Companies With Fewer Than 100 Employees,"4,750",511,0,625,Companies and startups in the leasing space with fewer than 100 employees.,2022-09-15 09:05:00,"Active, Industry, Company, Employee Range",,,Leasing,Financial Services,,,,,,,,,,229,71,1995-03-28,13,"4,674",0%,2%,108,2004-05-19,,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Pre-Seed,&nbsp;Debt Financing,&nbsp;Series A",217,1,"$2,826,140,477.0","$1,432,261.0","$755,315,372.0",1995-03-28,"$966,000,030.0","$87,000,000.0","$2,743,574,795.0","$1,371,787,397.0",1%,28,19,"$10,014,077,855.0","$250,000,000.0","Private Equity Firm,&nbsp;Venture Capital",94,108,6,22,4,11,2,5,"$360,531,244.0",562,0,0,"1,323,645.81",1.35,1.35,1.93
Food and Beverage Companies (Top 10K),"9,900",979,98,626,"The top 10,000 companies and startups in the food and beverage space, by Crunchbase rank.",2022-09-15 10:40:00,"Active, Industry, Company",,,Food and Beverage,Food and Beverage,,,,,,,,,,"16,238","4,975",1997-08-12,27,"9,165",0%,5%,544,2006-06-18,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Pre-Seed,&nbsp;Private Equity","12,529",1,"$158,248,258,068.0","$1,013,799.0","$126,316,362,522.0",1997-08-12,"$19,447,442,097.0","$105,000,000.0","$105,399,177,898.0","$847,145,937.0",11%,"1,323","2,360","$299,348,299,779.0","$310,000,000.0","Venture Capital,&nbsp;Accelerator,&nbsp;Micro VC,&nbsp;Private Equity Firm,&nbsp;Incubator","3,052","3,777",2,"1,165",2,325,1,123,"$12,364,755,208.0","11,079",0,0,"164,640.08",0.78,0.78,1.3
Great Lakes Property Management Companies,"2,947",382,0,627,Companies and startups in Great Lakes in the property management space.,2022-09-15 12:15:00,"Active, Industry, Company, Location",,,Property Management,Real Estate,"Great Lakes, North America",Regional Area,,,,,,,,178,57,1991-03-28,49,"2,821",2%,1%,21,2003-02-22,0%,"Seed,&nbsp;Series A,&nbsp;Private Equity,&nbsp;Venture - Series Unknown,&nbsp;Angel",171,2,"$2,000,734,384.0","$507,500.0","$1,583,004,331.0",1991-03-28,"$1,148,000,000.0","$574,000,000.0","$3,446,617,644.0","$3,446,617,644.0",1%,32,97,"$34,981,700,000.0","$4,150,000,000.0","Private Equity Firm,&nbsp;Venture Capital",40,51,5,5,1,14,2,13,"$3,253,676,400.0",412,0,1,"1,213,196.34",1.47,1.47,2.13
Commercial Real Estate Companies With Less Than $10M in Revenue,"6,013",999,32,628,Companies and startups in the commercial real estate space with less than $10m in revenue.,2022-09-15 12:35:00,"Active, Industry, Company, Revenue Range",,,Commercial Real Estate,Real Estate,,,,,,,,,$1M to $10M,823,263,1994-03-13,27,"5,887",0%,1%,42,2006-11-26,,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Debt Financing,&nbsp;Series A,&nbsp;Series B",672,2,"$6,565,861,455.0","$2,468,972.0","$5,051,873,071.0",1994-03-13,"$45,040,029.0","$9,531,834.0","$174,547,128.0","$87,273,564.0",1%,51,58,"$2,396,148,172.0","$210,000,000.0","Private Equity Firm,&nbsp;Micro VC,&nbsp;Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Entrepreneurship Program",183,222,1,35,1,29,3,29,"$7,669,642,965.0","1,365",0,0,"1,277,985.98",1.29,1.29,1.8
Great Lakes Health Care Companies (Top 10K),"9,929",990,44,629,"The top 10,000 companies and startups in Great Lakes in the health care space, by Crunchbase rank.",2022-09-15 10:04:00,"Active, Industry, Company, Location",,,Health Care,Health Care,"Great Lakes, North America",Regional Area,,,,,,,,"6,180","2,316",1990-08-25,"1,187","8,106",12%,2%,306,2010-01-03,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Grant,&nbsp;Private Equity,&nbsp;Series A","6,823",2,"$81,275,476,722.0","$1,419,798.0","$55,056,707,501.0",1990-08-25,"$16,397,379,184.0","$62,363,777.0","$72,541,345,245.0","$296,000,000.0",10%,"1,108","1,749","$279,198,127,863.0","$200,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;University Program","1,607","2,084",2,808,2,499,1,87,"$13,707,987,564.0","5,187",7,9,"447,936.39",1.15,1.15,1.87
Greater New York Area Companies With Fewer Than 50 Employees (Top 10K),"9,944",996,926,630,"The top 10,000 companies and startups in Greater New York Area with fewer than 50 employees, by Crunchbase rank.",2022-09-15 10:37:00,"Active, Company, Employee Range, Location",,,,,"Greater New York Area, United States, North America",Regional Area,,,,,,,,"23,175","4,981",2011-10-13,95,"8,985",1%,2%,215,2011-05-24,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Pre-Seed,&nbsp;Debt Financing","14,307",2,"$68,927,948,725.0","$1,606,269.0","$58,198,390,582.0",2011-10-13,"$8,302,026,211.0","$51,000,000.0","$40,169,748,391.0","$189,250,000.0",9%,991,"1,461","$82,180,663,435.0","$50,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Family Investment Office","19,772","26,695",15,"5,958",5,"4,609",4,882,"$214,585,630,148.0","15,009",5,7,"143,054.44",0.72,0.72,1.16
Leasing Companies With Fewer Than 1000 Employees,"5,679",708,0,631,Companies and startups in the leasing space with fewer than 1000 employees.,2022-09-15 11:40:00,"Active, Industry, Company, Employee Range",,,Leasing,Financial Services,,,,,,,,,,399,122,1993-03-31,24,"5,577",0%,3%,167,2003-08-15,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Debt Financing,&nbsp;Pre-Seed,&nbsp;Series A",314,1,"$14,806,111,561.0","$2,478,899.0","$4,252,536,554.0",1993-03-31,"$2,252,307,328.0","$272,700,000.0","$7,134,172,014.0","$1,619,000,000.0",1%,44,44,"$57,971,899,034.0","$1,100,000,000.0","Private Equity Firm,&nbsp;Venture Capital",110,125,2,25,1,13,1,5,"$360,531,244.0",674,0,0,"1,271,863.37",1.3,1.3,1.9
Therapeutics Companies With Fewer Than 50 Employees,"9,505",973,3,632,Companies and startups in the therapeutics space with fewer than 50 employees.,2022-09-15 12:32:00,"Active, Industry, Company, Employee Range",,,Therapeutics,Health Care,,,,,,,,,,"7,678","2,737",2004-08-22,331,"8,928",3%,3%,326,2015-03-29,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Grant,&nbsp;Series B","6,381",2,"$67,001,109,373.0","$7,309,918.0","$62,235,531,750.0",2004-08-22,"$11,268,281,736.0","$66,000,000.0","$36,350,308,045.0","$345,000,000.0",2%,241,161,"$22,212,117,368.0","$185,000,000.0","Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Accelerator,&nbsp;Incubator,&nbsp;Private Equity Firm",488,739,2,191,2,171,2,23,"$2,446,762,868.0","4,276",0,0,"1,176,680.32",1.19,1.19,1.81
United States Companies With Less Than $1M in Revenue (Top 10K),"9,756",971,"2,547",633,"The top 10,000 companies and startups in United States with less than $1m in revenue, by Crunchbase rank.",2022-09-15 09:49:00,"Active, Company, Location, Revenue Range",,,,,"United States, North America",Country,,,,,,,Less than $1M,"22,245","5,338",2010-10-01,122,"9,242",1%,4%,440,2012-08-16,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Grant,&nbsp;Pre-Seed","17,918",2,"$94,739,602,134.0","$1,185,632.0","$77,525,030,623.0",2010-10-01,"$10,882,698,368.0","$40,000,000.0","$63,966,894,734.0","$136,521,572.0",14%,"1,433","1,010","$61,424,263,699.0","$100,000,000.0","Venture Capital,&nbsp;Micro VC,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Angel Group","12,569","16,281",13,"3,447",4,"2,175",3,507,"$36,764,416,569.0","15,151","1,262","2,535","130,116.29",0.6,0.6,0.87
