Hub Name,Number of Organizations,Number of People,Number of Events,CB Rank (Hub),Description,Last Updated,Hub Type,Parent Organization,Disverity Spotlight (US Only),Industries,Industry Groups,Location,Location Type,Closed Year,Founded Year,Funding Status,Investment Stage,Investor Type,Number of Employees,Estimated Revenue Range,Number of Investors,Number of Lead Investors,Average Founded Date,Number of Non-Profit Companies,Number of For-Profit Companies,Percentage Non-Profit,Percentage Public Organizations,Number of IPOs,Average IPO Date,Percentage Delisted,Top Funding Types,Number of Funding Rounds,Median Number of Funding Rounds,Total Funding Amount,Median Total Funding Amount,Total Equity Funding Amount,Average Last Funding Date,Total Amount Raised in IPO,Median Amount Raised in IPO,Total IPO Valuation,Median IPO Valuation,Percentage Acquired,Number of Acquired Organizations,Number of Acquisitions,Total Acquired Price,Median Acquired Price,Top Investor Types,Number of Portfolio Companies,Number of Investments,Median Number of Investments,Number of Lead Investors.1,Median Number of Lead Investors,Number of Exits,Median Number of Exits,Number of Funds,Total Fund Raised,Number of Founders,Number of Founder Alumni,Number of Alumni,Average Rank,Average Trend Score (7D),Average Trend Score (30D),Average Trend Score (90D)
Australia Companies (Top 10K),"9,898",989,227,676,"The top 10,000 companies and startups in Australia, by Crunchbase rank.",2022-09-15 12:20:00,"Active, Company, Location",,,,,"Australia, Oceania",Country,,,,,,,,"5,237","2,102",2000-11-20,199,"9,139",2%,8%,882,2009-08-28,0%,"Seed,&nbsp;Post-IPO Equity,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Pre-Seed","5,077",1,80652683900.0,1301349.0,58752415930.0,2000-11-20,25138336998.0,14027914.0,29673226097.0,48853412.0,9%,972,"1,420",170509050964.0,93581034.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Micro VC,&nbsp;Investment Bank","2,754","3,415",2,"1,294",2,435,1,120,56168537632.0,"7,266",4,10,"293,413.92",1.01,1.01,1.67
New York Companies With Fewer Than 50 Employees (Top 10K),"9,926",976,932,677,"The top 10,000 companies and startups in New York with fewer than 50 employees, by Crunchbase rank.",2022-09-15 10:37:00,"Active, Company, Employee Range, Location",,,,,"New York, United States, North America",State/Region,,,,,,,,"23,138","5,051",2011-12-10,98,"8,932",1%,2%,186,2011-09-07,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Pre-Seed,&nbsp;Grant","14,367",2,65126715725.0,1503984.0,55171875041.0,2011-12-10,7611032958.0,40000008.0,38435398318.0,155600000.0,9%,956,"1,376",80131580335.0,50000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Family Investment Office","19,650","26,491",15,"6,031",5,"4,531",4,884,213567405148.0,"14,918",5,7,"148,433.06",0.73,0.73,1.15
Retail Companies With Less Than $50M in Revenue (Top 10K),"9,841",960,79,678,"The top 10,000 companies and startups in the retail space with less than $50m in revenue, by Crunchbase rank.",2022-09-15 12:24:00,"Active, Industry, Company, Revenue Range",,,Retail,Commerce and Shopping,,,,,,,,,$10M to $50M,"6,387","1,854",1995-04-14,12,"9,667",0%,1%,114,2011-02-28,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Private Equity,&nbsp;Debt Financing","4,767",2,43875333987.0,1529401.0,38314126041.0,1995-04-14,3502225228.0,69300000.0,12361729649.0,462000000.0,5%,552,631,39463892929.0,100000000.0,"Venture Capital,&nbsp;Accelerator,&nbsp;Corporate Venture Capital,&nbsp;Private Equity Firm,&nbsp;Incubator","3,157","3,711",2,476,2,394,2,45,11270766553.0,"5,618",0,1,"409,437.76",1.27,1.27,2.13
Georgia Companies With Fewer Than 100 Employees (Top 10K),"9,995","1,000",87,679,"The top 10,000 companies and startups in Georgia with fewer than 100 employees, by Crunchbase rank.",2022-09-15 10:37:00,"Active, Company, Employee Range, Location",,,,,"Georgia, United States, North America",State/Region,,,,,,,,"2,584",922,1999-11-18,246,"9,265",2%,0%,54,2009-08-26,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Pre-Seed,&nbsp;Series A,&nbsp;Grant","2,668",1,15115428767.0,860581.0,11530691781.0,1999-11-18,3117110862.0,44000000.0,5138759611.0,109750000.0,6%,596,344,7522457081.0,39600000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Family Investment Office","1,083","1,511",8,473,6,246,4,84,3096170202.0,"4,080",2,3,"716,940.02",1.39,1.39,2.01
Canada Industrial Companies,"1,821",230,0,680,Companies and startups in Canada in the industrial space.,2022-09-15 09:56:00,"Active, Industry, Company, Location",,,Industrial,Manufacturing,"Canada, North America",Country,,,,,,,,280,123,1984-02-01,2,"1,770",0%,5%,110,2008-08-25,0%,"Post-IPO Equity,&nbsp;Venture - Series Unknown,&nbsp;Grant,&nbsp;Post-IPO Debt,&nbsp;Pre-Seed",358,1,9891446408.0,2600000.0,4657035072.0,1984-02-01,224735648.0,108635648.0,409050000.0,409050000.0,5%,92,110,22545400255.0,226090317.0,"Private Equity Firm,&nbsp;Corporate Venture Capital,&nbsp;Venture Capital",72,84,1,25,1,25,1,7,789578505.0,216,0,0,"1,023,176.92",1.66,1.66,2.26
Private Equity Firms with Investments in Utah,247,59,0,681,Private equity firms that made investments in companies headquartered in Utah.,2022-09-15 10:49:00,"Active, Investments in Location, Investor Type",,,,,"Utah, United States, North America",State/Region,,,,,,,,26,16,1996-09-22,,44,,6%,18,2008-03-26,1%,"Undisclosed,&nbsp;Post-IPO Debt,&nbsp;Debt Financing,&nbsp;Private Equity,&nbsp;Venture - Series Unknown",36,1,5962921741.0,7052474.0,1385921741.0,1996-09-22,7751017975.0,599842311.0,28731276231.0,4498734399.0,2%,7,"2,144",4310285826.0,2155142913.0,"Incubator,&nbsp;Hedge Fund,&nbsp;Venture Debt,&nbsp;Fund Of Funds,&nbsp;Venture Capital","15,313","20,800",26,"9,000",12,"5,793",9,870,1690999006696.0,366,,1,"193,924.79",0.63,0.63,0.79
Education Companies With Fewer Than 1000 Employees (Top 10K),"9,809",994,333,681,"The top 10,000 companies and startups in the education space with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 12:04:00,"Active, Industry, Company, Employee Range",,,Education,Education,,,,,,,,,,"16,691","5,101",2007-03-03,488,"8,779",5%,1%,144,2013-03-30,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Grant,&nbsp;Pre-Seed","12,448",1,53071011287.0,793653.0,44610835876.0,2007-03-03,4290716532.0,61923012.0,24740163245.0,878000000.0,9%,981,"1,306",35080518489.0,38347216.0,"Venture Capital,&nbsp;Accelerator,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Entrepreneurship Program","4,528","5,323",3,"1,309",2,642,2,101,9560708008.0,"12,650",207,454,"183,036.52",0.81,0.81,1.16
Asia-Pacific (APAC) Startups Founded in 2022,219,21,0,682,Startups in Asia-Pacific (APAC) that were founded in 2022.,2022-09-15 11:12:00,"Active, Founded Year, Location, Startup",,,,,Asia-Pacific (APAC),Regional Area,,,,,,,,445,133,2022-02-12,3,178,1%,,0,,,"Pre-Seed,&nbsp;Seed,&nbsp;Angel,&nbsp;Series A,&nbsp;Grant",246,1,676845274.0,100000.0,676630442.0,2022-02-12,,,,,,0,3,,,"Private Equity Firm,&nbsp;Angel Group",0,0,,0,,0,,0,,191,0,0,"161,455.83",2.62,2.62,5.58
Leasing Companies,"6,703",850,0,683,Companies and startups in the leasing space.,2022-09-15 13:07:00,"Active, Industry, Company",,,Leasing,Financial Services,,,,,,,,,,462,145,1992-06-06,29,"6,568",0%,4%,280,2003-09-26,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Debt Financing,&nbsp;Private Equity,&nbsp;Series A",351,1,18669411075.0,2393294.0,7460868595.0,1992-06-06,7132307328.0,280000000.0,9254172014.0,1787425005.0,1%,87,95,63209978549.0,369093981.0,"Venture Capital,&nbsp;Investment Bank,&nbsp;Private Equity Firm,&nbsp;Corporate Venture Capital,&nbsp;Hedge Fund",303,331,2,95,2,66,1,8,373918737.0,753,0,0,"1,282,032.16",1.25,1.25,1.83
Training Companies (Top 10K),"9,976",996,63,684,"The top 10,000 companies and startups in the training space, by Crunchbase rank.",2022-09-15 11:47:00,"Active, Industry, Company",,,Training,Education,,,,,,,,,,"4,348","1,425",1998-09-11,757,"8,781",8%,1%,116,2011-11-09,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Grant,&nbsp;Angel","3,204",1,20850371215.0,740062.0,18842689303.0,1998-09-11,2531365689.0,84000000.0,7494086045.0,427252971.0,5%,610,973,42566411561.0,44000000.0,"Accelerator,&nbsp;Venture Capital,&nbsp;Incubator,&nbsp;Entrepreneurship Program,&nbsp;Micro VC","1,192","1,293",2,463,2,64,1,13,184828809.0,"4,737","1,336","3,206","500,779.82",1.38,1.38,2.15
India Companies With More Than 10 Employees (Top 10K),"9,672",966,339,685,"The top 10,000 companies and startups in India with more than 10 employees, by Crunchbase rank.",2022-09-15 12:32:00,"Active, Company, Employee Range, Location",,,,,"India, Asia",Country,,,,,,,,"20,358","7,878",2007-08-11,98,"9,101",1%,5%,560,2008-08-15,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Private Equity,&nbsp;Pre-Seed","12,234",2,264696616301.0,1555734.0,199619549959.0,2007-08-11,21169881197.0,82189268.0,112302473204.0,553481314.0,8%,792,"2,013",168843909186.0,50000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Micro VC,&nbsp;Accelerator","5,068","6,672",2,"3,035",2,796,1,154,21739463872.0,"15,148",14,20,"141,354.66",0.78,0.78,1.3
"Venture Capital Investors with Investments in Los Altos, California",249,9,0,685,"Venture capital investors that made investments in companies headquartered in Los Altos, California.",2022-09-15 10:43:00,"Active, Investments in Location, Investor Type",,,,,"Los Altos, California, United States",City,,,,,,,,65,16,2003-12-19,,35,,2%,5,2004-02-20,0%,"Seed,&nbsp;Grant,&nbsp;Pre-Seed,&nbsp;Series A,&nbsp;Series D",48,1,1168945755.0,,443945755.0,2003-12-19,207600000.0,103800000.0,,,1%,2,167,,,"Micro VC,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Accelerator,&nbsp;Angel Group","41,685","65,882",96,"18,494",27,"12,070",17,"1,073",440991233553.0,444,,1,"143,323.37",1.21,1.21,1.16
United States Companies Founded in the Last Year,"1,943",405,20,686,Companies and startups founded within the last year in United States.,2022-09-15 11:43:00,"Active, Company, Founded Year, Location",,,,,"United States, North America",Country,,,,,,,,"1,708",363,2022-01-19,31,"1,658",2%,0%,2,2014-10-19,,"Pre-Seed,&nbsp;Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Grant",762,1,4432557995.0,439133.0,4353578731.0,2022-01-19,240000000.0,240000000.0,,,0%,9,52,,,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Angel Group,&nbsp;Investment Bank,&nbsp;Micro VC",17,17,2,3,1,1,1,7,210910000.0,"1,849",0,0,"530,851.57",1.63,1.63,3.68
Professional Services Companies With Fewer Than 1000 Employees (Top 10K),"9,819",972,23,687,"The top 10,000 companies and startups in the professional services space with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 12:48:00,"Active, Industry, Company, Employee Range",,,Professional Services,Other,,,,,,,,,,"2,906",948,1997-06-03,245,"9,261",2%,1%,88,2012-11-03,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Series A,&nbsp;Pre-Seed","2,405",1,16900698152.0,618410.0,14524817030.0,1997-06-03,2649307743.0,93303008.0,5706416083.0,140054373.0,6%,644,764,13513209382.0,54000000.0,"Private Equity Firm,&nbsp;Venture Capital,&nbsp;Accelerator,&nbsp;Incubator,&nbsp;Entrepreneurship Program",634,733,1,332,1,168,1,39,23410400900.0,"4,366",8,14,"431,899.76",1.42,1.42,2.29
Non Profit Companies With Fewer Than 100 Employees (Top 10K),"9,916",994,20,688,"The top 10,000 companies and startups in the non profit space with fewer than 100 employees, by Crunchbase rank.",2022-09-15 10:17:00,"Active, Industry, Company, Employee Range",,,Non Profit,Other,,,,,,,,,,"1,969","1,030",1985-10-13,"6,280","1,914",63%,0%,8,2007-08-30,0%,"Grant,&nbsp;Seed,&nbsp;Venture - Series Unknown,&nbsp;Pre-Seed,&nbsp;Series A","2,070",1,4847861008.0,249817.0,1799983568.0,1985-10-13,,,,,1%,107,123,461907793.0,32000000.0,"Accelerator,&nbsp;Venture Capital,&nbsp;Incubator,&nbsp;Entrepreneurship Program,&nbsp;Angel Group","2,957","3,398",2,"1,838",2,230,1,51,2664927102.0,"3,526",16,30,"611,917.99",1.45,1.45,2.25
Web Apps Companies With Fewer Than 50 Employees,"6,042",993,7,689,Companies and startups in the web apps space with fewer than 50 employees.,2022-09-15 13:05:00,"Active, Industry, Company, Employee Range",,,Web Apps,"Apps, Software",,,,,,,,,,"1,057",290,2009-08-13,27,"5,811",0%,,0,,,"Seed,&nbsp;Pre-Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Non-equity Assistance",867,1,1846599807.0,182500.0,1765294066.0,2009-08-13,,,,,2%,96,35,271143023.0,7800000.0,"Venture Capital,&nbsp;Accelerator,&nbsp;Incubator,&nbsp;Angel Group,&nbsp;Corporate Venture Capital",51,51,1,39,1,2,1,1,10000000.0,"2,532",0,0,"1,048,182.67",1.28,1.28,1.34
Venture Capital Investors with Investments in Beijing,"1,490",296,3,689,Venture capital investors that made investments in companies headquartered in Beijing.,2022-09-15 12:11:00,"Active, Investments in Location, Investor Type",,,,,"Beijing, China, Asia",State/Region,,,,,,,,187,53,2007-04-18,,152,,3%,52,2006-09-14,,"Seed,&nbsp;Grant,&nbsp;Pre-Seed,&nbsp;Series A,&nbsp;Series B",113,1,19081889058.0,,14298839058.0,2007-04-18,15007803795.0,1064487008.0,221358996448.0,16400000000.0,1%,8,777,2500000000.0,2500000000.0,"Micro VC,&nbsp;Incubator,&nbsp;Hedge Fund,&nbsp;Accelerator,&nbsp;Angel Group","61,230","88,069",10,"26,028",4,"14,500",3,"1,538",849437537309.0,"1,013",30,48,"663,036.92",0.94,0.94,0.74
Private Equity Firms with Investments in United Kingdom,"1,053",973,41,690,Private equity firms that made investments in companies headquartered in United Kingdom.,2022-09-15 10:18:00,"Active, Investments in Location, Investor Type",,,,,"United Kingdom, Europe",Country,,,,,,,,156,76,1999-11-21,1,190,0%,4%,53,2008-01-25,0%,"Seed,&nbsp;Grant,&nbsp;Series A,&nbsp;Undisclosed,&nbsp;Post-IPO Debt",144,1,14309358702.0,300000.0,7066552499.0,1999-11-21,8500917137.0,456000000.0,35185078773.0,2002234399.0,3%,34,"8,056",20751831939.0,760895829.0,"Micro VC,&nbsp;Incubator,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Accelerator","32,282","41,390",12,"17,226",6,"11,249",4,"2,153",3240607124709.0,"1,230",,1,"268,837.94",0.74,0.74,0.76
Education Companies With More Than 10 Employees (Top 10K),"9,857",997,303,690,"The top 10,000 companies and startups in the education space with more than 10 employees, by Crunchbase rank.",2022-09-15 10:56:00,"Active, Industry, Company, Employee Range",,,Education,Education,,,,,,,,,,"13,755","4,420",1998-10-14,764,"8,502",8%,2%,266,2011-07-26,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Grant,&nbsp;Angel","9,629",2,89836194464.0,1746242.0,71890222913.0,1998-10-14,12592321710.0,119637500.0,56465325892.0,1050000000.0,9%,"1,085","2,050",144801023980.0,57940575.0,"Venture Capital,&nbsp;Accelerator,&nbsp;Private Equity Firm,&nbsp;Incubator,&nbsp;Entrepreneurship Program","3,740","4,341",2,"1,398",2,591,2,58,8892280603.0,"9,786","3,771","7,480","245,262.06",1.01,1.01,1.52
Property Development Companies With More Than $1M in Revenue,"5,114",736,4,691,Companies and startups in the property development space with more than $1m in revenue.,2022-09-15 12:57:00,"Active, Industry, Company, Revenue Range",,,Property Development,Real Estate,,,,,,,,,$1M to $10M,270,93,1987-09-06,78,"4,902",2%,8%,426,2003-07-18,,"Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Debt Financing,&nbsp;Post-IPO Equity,&nbsp;Grant",176,1,29487695598.0,6000000.0,15730398760.0,1987-09-06,3002000000.0,1000000000.0,30446617644.0,9000000000.0,0%,6,68,5499000000.0,616000000.0,Private Equity Firm,39,44,1,20,1,5,1,8,4789573323.0,718,0,0,"1,214,847.92",1.32,1.32,1.92
Greater Chicago Area Companies With Fewer Than 1000 Employees (Top 10K),"9,945",953,244,692,"The top 10,000 companies and startups in Greater Chicago Area with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 11:20:00,"Active, Company, Employee Range, Location",,,,,"Greater Chicago Area, United States, North America",Regional Area,,,,,,,,"5,229","1,658",1993-01-27,262,"9,103",3%,1%,112,2008-08-17,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Series A,&nbsp;Debt Financing","4,263",1,44469232914.0,1190495.0,31301268023.0,1993-01-27,8127704024.0,74100000.0,19228926429.0,350178700.0,10%,"1,133","1,546",73952876097.0,174500000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Family Investment Office","4,719","6,503",3,"1,668",3,"1,244",3,315,159616788807.0,"6,175",6,9,"390,700.19",1.2,1.2,1.95
Australia Companies With Fewer Than 1000 Employees (Top 10K),"9,836",986,189,693,"The top 10,000 companies and startups in Australia with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 10:42:00,"Active, Company, Employee Range, Location",,,,,"Australia, Oceania",Country,,,,,,,,"5,005","1,982",2002-10-09,204,"9,130",2%,7%,743,2010-04-18,0%,"Seed,&nbsp;Post-IPO Equity,&nbsp;Venture - Series Unknown,&nbsp;Pre-Seed,&nbsp;Series A","4,932",1,46105746724.0,1129358.0,30616683574.0,2002-10-09,10327441861.0,10905007.0,16462086952.0,43060953.0,7%,749,969,46655345087.0,48650184.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Micro VC,&nbsp;Angel Group","2,250","2,829",2,"1,061",2,328,2,99,10203936749.0,"7,050",4,9,"324,738.62",1.06,1.06,1.73
Africa Companies With More Than 10 Employees (Top 10K),"9,726",950,142,694,"The top 10,000 companies and startups in Africa with more than 10 employees, by Crunchbase rank.",2022-09-15 09:31:00,"Active, Company, Employee Range, Location",,,,,Africa,Continent,,,,,,,,"5,100","2,118",1999-12-30,203,"9,135",2%,3%,314,2002-12-22,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Pre-Seed,&nbsp;Grant","3,828",1,62743670371.0,100850.0,26049520508.0,1999-12-30,4091464129.0,146500000.0,12069996000.0,2200000000.0,5%,522,646,38481084201.0,56994178.0,"Venture Capital,&nbsp;Investment Bank,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Venture Debt",959,"1,138",1,532,1,125,1,60,15567793184.0,"4,324",2,5,"635,515.64",1.25,1.25,1.9
Private Australia Companies (Top 10K),"9,802",943,219,695,"The top 10,000 private companies and startups in Australia, by Crunchbase rank.",2022-09-15 09:44:00,"Active, Company, Location",,,,,"Australia, Oceania",Country,,,,,,,,"4,820","1,859",2001-03-16,228,"9,005",2%,,0,,,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Pre-Seed,&nbsp;Series A,&nbsp;Grant","4,222",1,54278616119.0,737021.0,42498373730.0,2001-03-16,,,,,9%,940,663,92999531005.0,63185829.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Micro VC,&nbsp;Angel Group","2,337","2,928",3,"1,085",2,297,1,102,26955062018.0,"6,851",3,9,"321,399.47",1.05,1.05,1.72
Northeastern US Health Care Companies (Top 10K),"9,938",947,95,696,"The top 10,000 companies and startups in Northeastern US in the health care space, by Crunchbase rank.",2022-09-15 12:18:00,"Active, Industry, Company, Location",,,Health Care,Health Care,"Northeastern US, United States, North America",Regional Area,,,,,,,,"13,770","4,326",1995-12-12,878,"8,324",9%,4%,475,2010-07-04,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Grant,&nbsp;Series A,&nbsp;Series B","10,754",2,188989885210.0,3380498.0,146036195982.0,1995-12-12,35132379511.0,76365000.0,144561972389.0,402793500.0,11%,"1,235","2,162",510612494193.0,249375000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Corporate Venture Capital,&nbsp;Accelerator","5,044","7,441",3,"2,316",2,"2,133",3,216,77436081758.0,"7,999",10,23,"337,934.59",1.04,1.04,1.62
Non Profit Companies With Less Than $50M in Revenue (Top 10K),"9,116",973,14,697,"The top 10,000 companies and startups in the non profit space with less than $50m in revenue, by Crunchbase rank.",2022-09-15 09:27:00,"Active, Industry, Company, Revenue Range",,,Non Profit,Other,,,,,,,,,$10M to $50M,"1,422",666,1976-08-21,"5,915","1,692",65%,0%,5,2004-06-23,,"Grant,&nbsp;Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Debt Financing","1,488",1,6077049666.0,401645.0,3157410591.0,1976-08-21,,,,,1%,72,142,1668639894.0,73603827.0,"Venture Capital,&nbsp;Accelerator,&nbsp;Incubator,&nbsp;Government Office,&nbsp;Angel Group","2,014","2,446",2,792,2,308,1,30,713228687.0,"2,605",18,34,"608,547.26",1.46,1.46,2.29
Leasing Companies With Fewer Than 50 Employees,"4,433",450,0,698,Companies and startups in the leasing space with fewer than 50 employees.,2022-09-15 09:35:00,"Active, Industry, Company, Employee Range",,,Leasing,Financial Services,,,,,,,,,,176,57,1995-08-16,8,"4,372",0%,2%,85,2004-07-13,,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Pre-Seed,&nbsp;Debt Financing,&nbsp;Series A",167,1,729969065.0,1100000.0,462740435.0,1995-08-16,76500000.0,76500000.0,,,0%,20,8,500000000.0,250000000.0,"Venture Capital,&nbsp;Private Equity Firm",70,81,20,12,3,8,3,5,360531244.0,519,0,0,"1,338,335.05",1.34,1.34,1.93
Rental Property Companies With More Than $1M in Revenue,"2,461",519,1,699,Companies and startups in the rental property space with more than $1m in revenue.,2022-09-15 12:10:00,"Active, Industry, Company, Revenue Range",,,Rental Property,Real Estate,,,,,,,,,$1M to $10M,526,153,1991-04-18,49,"2,377",2%,1%,23,2006-09-19,,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Debt Financing,&nbsp;Pre-Seed",319,2,8261315211.0,3000000.0,5272518999.0,1991-04-18,618000000.0,122000000.0,3810000000.0,1905000000.0,0%,12,77,4291328910.0,124914455.0,"Private Equity Firm,&nbsp;Incubator,&nbsp;Micro VC,&nbsp;Venture Capital",18,26,1,15,1,4,1,2,402000000.0,431,0,0,"1,302,132.05",1.53,1.53,2.15
Web Apps Companies With Fewer Than 100 Employees,"6,391","1,004",9,700,Companies and startups in the web apps space with fewer than 100 employees.,2022-09-15 12:01:00,"Active, Industry, Company, Employee Range",,,Web Apps,"Apps, Software",,,,,,,,,,"1,127",318,2009-06-30,31,"6,150",0%,,0,,,"Seed,&nbsp;Pre-Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Non-equity Assistance",925,1,3424208926.0,201305.0,3342644637.0,2009-06-30,,,,,2%,111,41,551143023.0,42000000.0,"Venture Capital,&nbsp;Accelerator,&nbsp;Incubator,&nbsp;Angel Group,&nbsp;Corporate Venture Capital",62,63,1,40,1,3,1,1,10000000.0,"2,764",0,0,"1,032,269.76",1.26,1.26,1.33
Private Greater Atlanta Area Companies (Top 10K),"9,331",994,101,701,"The top 10,000 private companies and startups in Greater Atlanta Area, by Crunchbase rank.",2022-09-15 10:47:00,"Active, Company, Location",,,,,"Greater Atlanta Area, Georgia, United States",Regional Area,,,,,,,,"3,264","1,190",1997-11-20,211,"8,577",2%,,0,,,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Pre-Seed,&nbsp;Series A","3,073",1,29839363007.0,999873.0,20299080397.0,1997-11-20,,,,,11%,"1,097","1,044",96261328008.0,160000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Micro VC,&nbsp;Investment Bank","1,319","1,780",2,606,2,296,2,90,13876170202.0,"4,524",4,4,"516,880.31",1.35,1.35,2.03
Marketing Companies (Top 10K),"9,821",989,359,702,"The top 10,000 companies and startups in the marketing space, by Crunchbase rank.",2022-09-15 10:32:00,"Active, Industry, Company",,,Marketing,Sales and Marketing,,,,,,,,,,"11,666","3,584",2005-05-08,29,"9,443",0%,3%,407,2009-03-29,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Pre-Seed,&nbsp;Angel","8,680",1,86715078696.0,999984.0,71799631063.0,2005-05-08,11798006543.0,98193078.0,65219859798.0,412575567.0,13%,"1,481","3,896",139222174032.0,98165963.0,"Venture Capital,&nbsp;Accelerator,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Incubator","2,346","2,672",2,714,2,435,1,56,3556019789.0,"10,869",4,8,"203,761.67",0.83,0.83,1.24
Michigan Companies With More Than $1M in Revenue,"9,502","1,004",46,703,Companies and startups in Michigan with more than $1m in revenue.,2022-09-15 12:49:00,"Active, Company, Location, Revenue Range",,,,,"Michigan, United States, North America",State/Region,,,,,,,$1M to $10M,"1,164",468,1983-02-14,330,"8,872",3%,1%,54,2004-02-03,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Grant,&nbsp;Private Equity,&nbsp;Debt Financing","1,092",1,22705447779.0,1140233.0,15961095093.0,1983-02-14,5677379109.0,82125000.0,6306847491.0,211000000.0,2%,225,690,37842454093.0,220000000.0,"Venture Capital,&nbsp;Micro VC,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Angel Group",892,"1,229",2,364,3,225,2,48,2386876353.0,"1,906",0,0,"992,386.44",1.16,1.16,1.77
Australia Companies With More Than $1M in Revenue (Top 10K),"9,305",973,144,704,"The top 10,000 companies and startups in Australia with more than $1m in revenue, by Crunchbase rank.",2022-09-15 12:35:00,"Active, Company, Location, Revenue Range",,,,,"Australia, Oceania",Country,,,,,,,$1M to $10M,"1,483",632,1993-04-21,404,"8,557",4%,4%,397,2008-11-04,0%,"Seed,&nbsp;Post-IPO Equity,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Series B","1,468",1,33344036928.0,4072776.0,18709155609.0,1993-04-21,6247833547.0,23650551.0,20852106839.0,83282131.0,3%,272,666,78645487138.0,113000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Angel Group,&nbsp;Investment Bank","1,215","1,453",2,528,3,218,2,33,27709566962.0,"2,590",2,2,"678,214.55",1.23,1.23,2.04
Venture Capital Investors with Investments in Greater Atlanta Area,899,108,9,704,Venture capital investors that made investments in companies headquartered in Greater Atlanta Area.,2022-09-15 11:51:00,"Active, Investments in Location, Investor Type",,,,,"Greater Atlanta Area, Georgia, United States",Regional Area,,,,,,,,177,42,2004-03-06,1,109,0%,1%,11,1997-04-23,,"Seed,&nbsp;Angel,&nbsp;Grant,&nbsp;Pre-Seed,&nbsp;Series A",145,1,3121293419.0,500000.0,847997527.0,2004-03-06,17900000000.0,17900000000.0,,,1%,8,403,725000000.0,725000000.0,"Micro VC,&nbsp;Incubator,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Accelerator","80,186","121,887",46,"33,714",13,"22,587",10,"2,356",847671319108.0,"1,398",4,6,"197,617.19",0.9,0.9,0.94
